Outcome,Week End,Age Group,Unvaccinated Rate,Vaccinated Rate,Boosted Rate,Crude Vaccinated Ratio,Crude Boosted Ratio,Age-Adjusted Unvaccinated Rate,Age-Adjusted Vaccinated Rate,Age-Adjusted Boosted Rate,Age-Adjusted Vaccinated Ratio,Age-Adjusted Boosted Ratio,Population Unvaccinated,Population Vaccinated,Population Boosted,Outcome Unvaccinated,Outcome Vaccinated,Outcome Boosted,Age Group Min,Age Group Max
Hospitalizations,07/22/2023,30-49,1.9,0.4,0.3,4.8,6.3,,,,,,107614,278401,347312,2,1,1,30,49
Hospitalizations,05/20/2023,50-64,12.1,0.8,2.8,15.1,4.3,,,,,,32964,125743,246910,4,1,7,50,64
Deaths,12/04/2021,18-29,0.7,0.0,0.0,,,,,,,,151690,300768,31036,1,0,0,18,29
Cases,09/04/2021,18-29,260.4,92.6,,2.8,,,,,,,188921,294893,,492,273,,18,29
Cases,09/03/2022,18-29,210.1,86.9,128.7,2.4,1.6,,,,,,90904,211667,160838,191,184,207,18,29
Deaths,09/18/2021,18-29,1.1,0.0,,,,,,,,,181678,301822,,2,0,,18,29
Cases,07/16/2022,30-49,365.6,167.9,294.4,2.2,1.2,,,,,,127190,279873,341011,465,470,1004,30,49
Cases,08/26/2023,80+,40.9,87.9,95.5,0.5,0.4,,,,,,24464,11380,47133,10,10,45,80,200
Hospitalizations,04/03/2021,65-79,42.5,4.3,,9.9,,,,,,,105935,91962,,45,4,,65,79
Hospitalizations,11/04/2023,30-49,4.9,1.4,1.7,3.5,2.9,,,,,,101766,279203,348427,5,4,6,30,49
Hospitalizations,09/18/2021,65-79,42.3,9.3,,4.5,,,,,,,63900,193739,,27,18,,65,79
Cases,10/22/2022,5-11,76.5,102.9,96.8,0.7,0.8,,,,,,94103,80652,20656,72,83,20,5,11
Deaths,09/11/2021,All,2.1,0.5,,4.2,,3.3,0.4,,7.6,,1046939,1475716,,22,8,,999,999
Hospitalizations,01/22/2022,30-49,52.1,12.6,7.8,4.1,6.7,,,,,,149571,332274,256937,78,42,20,30,49
Deaths,04/30/2022,All,0.2,0.2,0.0,1.0,,0.1,0.4,0.0,0.3,,650306,891088,952817,1,2,0,999,999
Hospitalizations,09/09/2023,80+,12.3,17.6,46.7,0.7,0.3,,,,,,24452,11380,47133,3,2,22,80,200
Deaths,11/26/2022,50-64,0.0,0.0,0.0,,,,,,,,36067,125335,246724,0,0,0,50,64
Cases,01/15/2022,50-64,2103.6,799.1,640.1,2.6,3.3,,,,,,52767,184203,171854,1110,1472,1100,50,64
Deaths,01/07/2023,65-79,0.0,0.0,1.2,,0.0,,,,,,40561,43362,171679,0,0,2,65,79
Hospitalizations,11/20/2021,5-11,1.2,0.0,,,,,,,,,166798,1,,2,0,,5,11
Hospitalizations,12/25/2021,5-11,4.9,0.0,,,,,,,,,143394,37144,,7,0,,5,11
Cases,07/03/2021,50-64,20.2,2.0,,10.1,,,,,,,109144,300501,,22,6,,50,64
Deaths,01/01/2022,12-17,0.0,0.0,0.0,,,,,,,,53465,108405,1872,0,0,0,12,17
Deaths,04/02/2022,30-49,0.0,0.0,0.0,,,,,,,,132699,290611,324980,0,0,0,30,49
Hospitalizations,10/02/2021,65-79,45.0,9.8,,4.6,,,,,,,62283,193295,,28,19,,65,79
Deaths,08/27/2022,0-4,0.0,0.0,,,,,,,,,162642,,,0,0,,0,4
Cases,02/04/2023,0-4,66.4,8.6,,7.7,,,,,,,162642,,,108,14,,0,4
Cases,07/29/2023,All,23.0,15.0,23.4,1.5,1.0,25.6,16.4,20.3,1.6,1.3,530107,860315,1040772,122,129,244,999,999
Hospitalizations,08/06/2022,18-29,14.1,4.7,2.5,3.0,5.6,,,,,,92082,212811,158786,13,10,4,18,29
Deaths,07/03/2021,12-17,0.0,0.0,,,,,,,,,107885,48259,,0,0,,12,17
Hospitalizations,07/24/2021,65-79,12.8,2.1,,6.1,,,,,,,70306,191132,,9,4,,65,79
Hospitalizations,11/12/2022,65-79,40.4,30.0,21.0,1.3,1.9,,,,,,42041,43328,171584,17,13,36,65,79
Deaths,08/26/2023,30-49,0.0,0.0,0.0,,,,,,,,107080,278396,347321,0,0,0,30,49
Deaths,09/17/2022,5-11,0.0,0.0,0.0,,,,,,,,95128,81802,18308,0,0,0,5,11
Deaths,07/29/2023,18-29,0.0,0.0,0.0,,,,,,,,73789,214134,161712,0,0,0,18,29
Cases,10/01/2022,18-29,137.4,35.4,60.7,3.9,2.3,,,,,,88079,211686,161454,121,75,98,18,29
Cases,06/19/2021,80+,5.9,0.0,,,,,,,,,33852,50423,,2,0,,80,200
Deaths,03/19/2022,5-11,0.0,0.0,,,,,,,,,104261,88478,,0,0,,5,11
Deaths,01/21/2023,65-79,5.0,0.0,0.0,,,,,,,,40373,43379,171682,2,0,0,65,79
Cases,08/13/2022,12-17,115.0,70.0,114.6,1.6,1.0,,,,,,35638,88571,41021,41,62,47,12,17
Hospitalizations,03/11/2023,12-17,0.0,1.2,0.0,0.0,,,,,,,33097,86429,44562,0,1,0,12,17
Hospitalizations,02/18/2023,80+,32.4,79.1,59.4,0.4,0.5,,,,,,24700,11377,47122,8,9,28,80,200
Cases,05/27/2023,18-29,22.7,9.8,11.8,2.3,1.9,,,,,,74841,214134,161693,17,21,19,18,29
Deaths,07/22/2023,5-11,0.0,0.0,0.0,,,,,,,,90050,82668,21259,0,0,0,5,11
Hospitalizations,07/17/2021,All,4.4,0.4,,11.0,,5.9,0.3,,19.3,,1181533,1367281,,52,6,,999,999
Cases,12/24/2022,50-64,493.5,119.6,187.6,4.1,2.6,,,,,,35058,125409,246789,173,150,463,50,64
Hospitalizations,06/25/2022,0-4,6.8,,,,,,,,,,162642,,,11,,,0,4
Deaths,09/04/2021,30-49,2.5,0.0,,,,,,,,,237570,516114,,6,0,,30,49
Cases,03/25/2023,18-29,69.5,32.7,45.2,2.1,1.5,,,,,,76243,213785,161673,53,70,73,18,29
Cases,10/29/2022,80+,122.4,211.1,165.7,0.6,0.7,,,,,,25326,11370,47077,31,24,78,80,200
Hospitalizations,08/26/2023,0-4,2.5,0.0,,,,,,,,,162642,,,4,0,,0,4
Cases,02/18/2023,12-17,210.6,74.1,74.1,2.8,2.8,,,,,,33231,86353,44558,70,64,33,12,17
Deaths,08/20/2022,All,0.8,0.2,0.5,4.0,1.6,0.8,0.6,0.3,1.4,2.4,608684,846709,1022491,5,2,5,999,999
Deaths,03/18/2023,All,0.2,0.3,0.2,0.7,1.0,0.1,0.7,0.1,0.2,1.2,542688,858373,1040492,1,3,2,999,999
Cases,06/17/2023,0-4,13.5,0.6,,22.5,,,,,,,162642,,,22,1,,0,4
Hospitalizations,03/04/2023,30-49,5.4,2.5,3.5,2.2,1.5,,,,,,110600,277895,347260,6,7,12,30,49
Hospitalizations,06/05/2021,50-64,25.5,0.4,,63.8,,,,,,,121592,270415,,31,1,,50,64
Deaths,04/17/2021,30-49,0.7,0.0,,,,,,,,,419282,148748,,3,0,,30,49
Deaths,09/03/2022,All,0.5,0.1,0.4,5.0,1.2,0.5,0.1,0.3,4.5,1.8,604544,842367,1030965,3,1,4,999,999
Deaths,08/27/2022,30-49,0.0,0.0,0.0,,,,,,,,125403,276779,345420,0,0,0,30,49
Cases,12/11/2021,12-17,750.4,134.9,0.0,5.6,,,,,,,57433,105995,469,431,143,0,12,17
Cases,05/06/2023,30-49,52.3,22.3,27.1,2.3,1.9,,,,,,109056,278396,347295,57,62,94,30,49
Deaths,10/07/2023,18-29,0.0,0.0,0.0,,,,,,,,71968,214276,161803,0,0,0,18,29
Hospitalizations,10/09/2021,65-79,34.1,8.9,,3.8,,,,,,,61521,191460,,21,17,,65,79
Deaths,03/26/2022,30-49,0.0,0.0,0.0,,,,,,,,133230,291909,322847,0,0,0,30,49
Deaths,03/25/2023,30-49,0.0,0.0,0.3,,0.0,,,,,,110064,278072,347275,0,0,1,30,49
Deaths,04/16/2022,All,0.5,0.0,0.1,,5.0,0.8,0.0,0.1,,14.3,653769,896402,943061,3,0,1,999,999
Cases,05/28/2022,5-11,317.7,422.5,717.7,0.8,0.4,,,,,,100718,94665,418,320,400,3,5,11
Cases,10/16/2021,65-79,111.7,41.5,,2.7,,,,,,,60852,182996,,68,76,,65,79
Deaths,03/04/2023,5-11,0.0,0.0,0.0,,,,,,,,91467,82250,21203,0,0,0,5,11
Hospitalizations,09/03/2022,18-29,7.7,1.4,1.2,5.5,6.4,,,,,,90904,211667,160838,7,3,2,18,29
Cases,08/26/2023,65-79,86.8,43.8,68.1,2.0,1.3,,,,,,39187,43414,171755,34,19,117,65,79
Deaths,10/14/2023,18-29,0.0,0.0,0.0,,,,,,,,71300,214478,161898,0,0,0,18,29
Hospitalizations,11/12/2022,5-11,1.1,0.0,0.0,,,,,,,,93466,80777,21043,1,0,0,5,11
Cases,02/05/2022,0-4,178.3,,,,,,,,,,162642,,,290,,,0,4
Deaths,11/18/2023,65-79,0.0,0.0,0.0,,,,,,,,37394,44197,172519,0,0,0,65,79
Cases,04/24/2021,12-17,155.6,,,,,,,,,,170936,,,266,,,12,17
Deaths,07/02/2022,30-49,0.0,0.4,0.0,0.0,,,,,,,127872,280840,339580,0,1,0,30,49
Cases,06/12/2021,65-79,33.2,9.9,,3.4,,,,,,,75414,181840,,25,18,,65,79
Hospitalizations,08/05/2023,80+,12.3,43.9,14.9,0.3,0.8,,,,,,24475,11382,47131,3,5,7,80,200
Deaths,05/20/2023,50-64,0.0,0.0,0.0,,,,,,,,32964,125743,246910,0,0,0,50,64
Cases,11/20/2021,18-29,289.3,104.3,56.8,2.8,5.1,,,,,,157265,308782,19377,455,322,11,18,29
Deaths,01/22/2022,80+,199.5,125.9,15.4,1.6,13.0,,,,,,27573,17479,39032,55,22,6,80,200
Deaths,05/06/2023,65-79,0.0,0.0,0.0,,,,,,,,39631,43437,171727,0,0,0,65,79
Hospitalizations,09/02/2023,12-17,0.0,2.3,2.2,0.0,0.0,,,,,,31774,86575,44595,0,2,1,12,17
Hospitalizations,03/26/2022,5-11,0.0,0.0,,,,,,,,,103859,89867,,0,0,,5,11
Hospitalizations,11/27/2021,80+,62.4,48.0,0.0,1.3,,,,,,,28858,33319,22158,18,16,0,80,200
Cases,01/28/2023,65-79,106.7,103.7,102.5,1.0,1.0,,,,,,40317,43381,171689,43,45,176,65,79
Deaths,04/02/2022,All,0.0,0.2,0.0,0.0,,0.0,0.3,0.0,0.0,,657870,901409,932489,0,2,0,999,999
Cases,05/28/2022,30-49,351.7,194.8,397.2,1.8,0.9,,,,,,129368,283855,335115,455,553,1331,30,49
Hospitalizations,08/13/2022,5-11,1.0,1.2,0.0,0.8,,,,,,,96738,85405,12921,1,1,0,5,11
Deaths,11/11/2023,65-79,2.7,0.0,0.0,,,,,,,,37622,44141,172402,1,0,0,65,79
Cases,12/03/2022,50-64,481.0,155.6,189.7,3.1,2.5,,,,,,35761,125353,246742,172,195,468,50,64
Deaths,04/30/2022,18-29,0.0,0.0,0.0,,,,,,,,96979,218010,150062,0,0,0,18,29
Deaths,10/15/2022,12-17,0.0,0.0,0.0,,,,,,,,34672,85875,44459,0,0,0,12,17
Cases,08/07/2021,65-79,102.2,42.0,,2.4,,,,,,,68485,192863,,70,81,,65,79
Hospitalizations,05/29/2021,18-29,6.9,0.0,,,,,,,,,246752,207387,,17,0,,18,29
Hospitalizations,10/22/2022,80+,27.5,52.8,42.5,0.5,0.6,,,,,,25467,11367,47073,7,6,20,80,200
Deaths,03/19/2022,30-49,0.0,0.0,0.0,,,,,,,,133820,292802,320838,0,0,0,30,49
Deaths,10/02/2021,18-29,0.0,0.0,,,,,,,,,175617,307962,,0,0,,18,29
Hospitalizations,07/23/2022,All,15.0,9.2,10.4,1.6,1.4,18.8,12.6,7.3,1.5,2.6,620290,856799,1004817,93,79,105,999,999
Hospitalizations,10/07/2023,65-79,20.7,9.2,11.1,2.2,1.9,,,,,,38643,43457,171823,8,4,19,65,79
Hospitalizations,03/05/2022,All,4.2,2.9,1.4,1.4,3.0,4.9,3.3,1.0,1.5,4.9,668131,908622,900419,28,26,13,999,999
Deaths,06/18/2022,18-29,0.0,0.0,0.0,,,,,,,,94340,215224,154755,0,0,0,18,29
Cases,09/09/2023,5-11,19.0,10.9,9.4,1.7,2.0,,,,,,89422,82670,21265,17,9,2,5,11
Deaths,07/03/2021,30-49,1.1,0.0,,,,,,,,,284806,473790,,3,0,,30,49
Deaths,06/25/2022,50-64,0.0,0.0,0.4,,0.0,,,,,,42094,130098,239606,0,0,1,50,64
Deaths,10/08/2022,5-11,0.0,0.0,0.0,,,,,,,,94508,81111,19812,0,0,0,5,11
Deaths,08/05/2023,12-17,0.0,0.0,0.0,,,,,,,,32022,86577,44592,0,0,0,12,17
Hospitalizations,03/05/2022,12-17,0.0,1.0,0.0,0.0,,,,,,,39213,95932,27517,0,1,0,12,17
Cases,07/30/2022,5-11,149.4,127.7,92.3,1.2,1.6,,,,,,97719,86946,10832,146,111,10,5,11
Hospitalizations,04/01/2023,18-29,5.3,0.9,2.5,5.9,2.1,,,,,,76086,213847,161677,4,2,4,18,29
Hospitalizations,07/30/2022,All,14.1,7.1,10.4,2.0,1.4,18.4,9.5,7.3,1.9,2.5,617241,853308,1009629,87,61,105,999,999
Cases,04/03/2021,50-64,224.4,22.6,,9.9,,,,,,,234356,66383,,526,15,,50,64
Deaths,09/17/2022,80+,3.8,0.0,4.3,,0.9,,,,,,26096,11381,47028,1,0,2,80,200
Hospitalizations,01/14/2023,All,13.2,6.1,10.2,2.2,1.3,17.8,8.7,7.0,2.0,2.6,552001,854759,1040217,73,52,106,999,999
Hospitalizations,02/11/2023,65-79,27.4,27.7,19.8,1.0,1.4,,,,,,40183,43393,171693,11,12,34,65,79
Deaths,07/17/2021,All,0.5,0.0,,,,0.8,0.0,,,,1181533,1367281,,6,0,,999,999
Deaths,01/15/2022,18-29,0.0,0.4,0.0,0.0,,,,,,,121679,248007,93335,0,1,0,18,29
Deaths,04/02/2022,50-64,0.0,0.7,0.0,0.0,,,,,,,45178,138856,227154,0,1,0,50,64
Cases,09/25/2021,65-79,107.5,48.6,,2.2,,,,,,,63251,193577,,68,94,,65,79
Deaths,05/20/2023,18-29,0.0,0.0,0.0,,,,,,,,75004,214136,161691,0,0,0,18,29
Deaths,07/09/2022,30-49,0.0,0.0,0.0,,,,,,,,127602,280376,340282,0,0,0,30,49
Cases,03/04/2023,18-29,136.7,43.5,60.0,3.1,2.3,,,,,,76784,213571,161659,105,93,97,18,29
Cases,07/01/2023,30-49,13.9,6.8,8.3,2.0,1.7,,,,,,107930,278403,347308,15,19,29,30,49
Deaths,10/14/2023,65-79,0.0,0.0,0.6,,0.0,,,,,,38416,43494,171905,0,0,1,65,79
Cases,05/27/2023,50-64,36.5,15.1,19.4,2.4,1.9,,,,,,32906,125743,246912,12,19,48,50,64
Cases,02/05/2022,12-17,234.8,143.6,87.9,1.6,2.7,,,,,,42597,97526,18212,100,140,16,12,17
Hospitalizations,10/28/2023,All,4.1,1.4,3.7,2.9,1.1,4.9,2.5,2.5,2.0,2.0,514722,862266,1043533,21,12,39,999,999
Hospitalizations,07/17/2021,50-64,7.6,0.6,,12.7,,,,,,,105017,308063,,8,2,,50,64
Hospitalizations,06/18/2022,50-64,37.8,5.4,6.3,7.0,6.0,,,,,,42287,130631,238855,16,7,15,50,64
Cases,02/19/2022,30-49,111.7,50.8,82.0,2.2,1.4,,,,,,137833,299049,303628,154,152,249,30,49
Cases,11/04/2023,80+,37.4,77.9,95.2,0.5,0.4,,,,,,24080,11553,47261,9,9,45,80,200
Deaths,10/28/2023,80+,4.1,17.4,0.0,0.2,,,,,,,24124,11521,47222,1,2,0,80,200
Hospitalizations,10/28/2023,80+,16.6,34.7,21.2,0.5,0.8,,,,,,24124,11521,47222,4,4,10,80,200
Deaths,09/11/2021,50-64,10.6,0.3,,35.3,,,,,,,84837,325536,,9,1,,50,64
Hospitalizations,01/22/2022,18-29,31.0,6.3,1.9,4.9,16.3,,,,,,116024,239720,103823,36,15,2,18,29
Deaths,12/03/2022,0-4,0.0,0.0,,,,,,,,,162642,,,0,0,,0,4
Deaths,10/28/2023,65-79,0.0,0.0,0.6,,0.0,,,,,,37995,43884,172161,0,0,1,65,79
Hospitalizations,11/12/2022,All,15.4,4.5,9.0,3.4,1.7,19.1,6.8,6.2,2.8,3.1,570386,848167,1039564,88,38,94,999,999
Deaths,08/19/2023,50-64,0.0,0.0,0.0,,,,,,,,32398,125726,246936,0,0,0,50,64
Deaths,09/23/2023,18-29,0.0,0.0,0.0,,,,,,,,72891,214123,161728,0,0,0,18,29
Deaths,10/15/2022,All,1.0,0.0,0.1,,10.0,1.0,0.0,0.1,,17.3,584290,844343,1038311,6,0,1,999,999
Deaths,06/05/2021,18-29,0.0,0.0,,,,,,,,,241512,225206,,0,0,,18,29
Hospitalizations,01/07/2023,All,18.1,6.4,12.7,2.8,1.4,22.7,10.5,8.5,2.2,2.7,553739,854331,1040190,100,55,132,999,999
Hospitalizations,09/11/2021,12-17,6.8,0.0,,,,,,,,,73661,83778,,5,0,,12,17
Hospitalizations,12/11/2021,5-11,2.0,0.0,,,,,,,,,151855,2846,,3,0,,5,11
Cases,12/24/2022,5-11,166.4,116.7,175.0,1.4,1.0,,,,,,92531,81440,21142,154,95,37,5,11
Deaths,01/08/2022,65-79,73.6,28.5,3.0,2.6,24.5,,,,,,51599,73634,133598,38,21,4,65,79
Cases,04/29/2023,80+,28.5,43.9,74.3,0.6,0.4,,,,,,24593,11384,47127,7,5,35,80,200
Cases,07/10/2021,65-79,13.9,6.3,,2.2,,,,,,,71806,189097,,10,12,,65,79
Hospitalizations,03/12/2022,80+,14.7,13.9,11.7,1.1,1.3,,,,,,27140,14363,42701,4,2,5,80,200
Cases,05/07/2022,50-64,308.0,134.5,265.4,2.3,1.2,,,,,,43830,134524,233206,135,181,619,50,64
Deaths,12/11/2021,12-17,0.0,0.0,0.0,,,,,,,,57433,105995,469,0,0,0,12,17
Deaths,06/18/2022,12-17,0.0,0.0,0.0,,,,,,,,36709,92398,36325,0,0,0,12,17
Hospitalizations,05/20/2023,30-49,3.7,0.4,0.3,9.2,12.3,,,,,,108712,278401,347297,4,1,1,30,49
Hospitalizations,05/13/2023,50-64,3.0,3.2,3.6,0.9,0.8,,,,,,33018,125743,246910,1,4,9,50,64
Cases,04/01/2023,12-17,75.9,41.6,51.6,1.8,1.5,,,,,,32922,86490,44568,25,36,23,12,17
Hospitalizations,10/22/2022,30-49,8.4,2.5,3.2,3.4,2.6,,,,,,119057,276343,347017,10,7,11,30,49
Deaths,03/18/2023,50-64,0.0,0.8,0.0,0.0,,,,,,,33625,125634,246883,0,1,0,50,64
Cases,08/21/2021,65-79,134.9,54.6,,2.5,,,,,,,66724,194251,,90,106,,65,79
Hospitalizations,06/11/2022,12-17,2.7,1.1,2.8,2.5,1.0,,,,,,36826,92726,35890,1,1,1,12,17
Cases,04/10/2021,18-29,336.3,45.8,,7.3,,,,,,,353270,54598,,1188,25,,18,29
Deaths,08/13/2022,12-17,0.0,0.0,0.0,,,,,,,,35638,88571,41021,0,0,0,12,17
Cases,12/25/2021,5-11,845.2,495.4,,1.7,,,,,,,143394,37144,,1212,184,,5,11
Deaths,08/19/2023,5-11,0.0,0.0,0.0,,,,,,,,89655,82672,21262,0,0,0,5,11
Cases,06/12/2021,5-11,13.8,,,,,,,,,,210448,,,29,,,5,11
Cases,10/15/2022,30-49,137.5,52.5,81.0,2.6,1.7,,,,,,119967,276252,346982,165,145,281,30,49
Hospitalizations,10/07/2023,50-64,6.3,1.6,2.8,3.9,2.2,,,,,,31672,125732,247019,2,2,7,50,64
Deaths,12/25/2021,12-17,0.0,0.0,0.0,,,,,,,,55052,108573,799,0,0,0,12,17
Deaths,03/05/2022,12-17,0.0,0.0,0.0,,,,,,,,39213,95932,27517,0,0,0,12,17
Cases,05/22/2021,18-29,138.4,9.3,,14.9,,,,,,,254347,182708,,352,17,,18,29
Cases,07/24/2021,18-29,116.2,41.7,,2.8,,,,,,,215115,275913,,250,115,,18,29
Hospitalizations,10/28/2023,12-17,0.0,1.2,0.0,0.0,,,,,,,31598,86545,44641,0,1,0,12,17
Cases,09/10/2022,5-11,117.5,124.2,118.7,0.9,1.0,,,,,,95349,82126,17689,112,102,21,5,11
Hospitalizations,03/11/2023,All,9.0,3.7,7.2,2.4,1.2,12.7,5.4,4.9,2.3,2.6,543537,858035,1040472,49,32,75,999,999
Deaths,01/21/2023,5-11,0.0,0.0,0.0,,,,,,,,92044,81778,21171,0,0,0,5,11
Deaths,09/03/2022,50-64,0.0,0.8,0.4,0.0,0.0,,,,,,40251,125600,245831,0,1,1,50,64
Cases,07/23/2022,50-64,547.6,196.2,278.9,2.8,2.0,,,,,,41269,128418,242018,226,252,675,50,64
Cases,10/09/2021,80+,39.4,36.4,,1.1,,,,,,,30481,52266,,12,19,,80,200
Deaths,06/25/2022,18-29,0.0,0.0,0.0,,,,,,,,94060,214919,155323,0,0,0,18,29
Cases,06/10/2023,50-64,36.6,6.4,13.4,5.7,2.7,,,,,,32808,125744,246916,12,8,33,50,64
Hospitalizations,07/08/2023,0-4,1.2,0.0,,,,,,,,,162642,,,2,0,,0,4
Deaths,05/20/2023,12-17,0.0,0.0,0.0,,,,,,,,32543,86583,44578,0,0,0,12,17
Hospitalizations,07/24/2021,All,6.3,1.1,,5.7,,8.3,0.8,,9.7,,1165954,1383641,,73,15,,999,999
Deaths,03/04/2023,12-17,0.0,0.0,0.0,,,,,,,,33129,86403,44558,0,0,0,12,17
Deaths,09/17/2022,All,0.3,0.0,0.3,,1.0,0.5,0.0,0.2,,2.5,599179,840837,1035714,2,0,3,999,999
Cases,08/19/2023,65-79,53.6,50.7,61.7,1.1,0.9,,,,,,39214,43417,171752,21,22,106,65,79
Deaths,07/24/2021,All,0.7,0.0,,,,1.1,0.0,,,,1165954,1383641,,8,0,,999,999
Hospitalizations,10/28/2023,50-64,13.0,2.4,3.2,5.4,4.1,,,,,,30857,125795,247425,4,3,8,50,64
Cases,07/09/2022,80+,117.3,248.2,219.4,0.5,0.5,,,,,,26425,12088,46042,31,30,101,80,200
Deaths,09/10/2022,80+,15.3,8.8,2.1,1.7,7.3,,,,,,26174,11409,46990,4,1,1,80,200
Cases,05/08/2021,65-79,118.8,13.1,,9.1,,,,,,,84155,160587,,100,21,,65,79
Hospitalizations,11/26/2022,50-64,30.5,5.6,8.5,5.4,3.6,,,,,,36067,125335,246724,11,7,21,50,64
Cases,12/18/2021,65-79,405.7,300.5,112.7,1.4,3.6,,,,,,53484,94857,110903,217,285,125,65,79
Hospitalizations,11/06/2021,18-29,8.6,0.6,0.0,14.3,,,,,,,162718,313731,10229,14,2,0,18,29
Cases,02/12/2022,All,160.8,85.1,96.5,1.9,1.7,172.0,84.9,80.3,2.0,2.1,684647,914673,848563,1101,778,819,999,999
Deaths,10/01/2022,50-64,0.0,0.0,0.0,,,,,,,,39014,125154,246575,0,0,0,50,64
Hospitalizations,01/08/2022,80+,546.5,549.0,102.6,1.0,5.3,,,,,,27814,19309,37045,152,106,38,80,200
Cases,06/17/2023,All,12.9,5.5,10.8,2.3,1.2,12.8,6.0,9.2,2.1,1.4,533523,860344,1040706,69,47,112,999,999
Cases,05/15/2021,All,125.4,12.3,,10.2,,136.5,9.2,,14.9,,1387913,925369,,1740,114,,999,999
Deaths,06/10/2023,80+,0.0,0.0,0.0,,,,,,,,24522,11383,47130,0,0,0,80,200
Cases,05/21/2022,30-49,339.9,193.9,443.1,1.8,0.8,,,,,,129750,284685,334000,441,552,1480,30,49
Deaths,09/02/2023,12-17,0.0,0.0,0.0,,,,,,,,31774,86575,44595,0,0,0,12,17
Hospitalizations,04/24/2021,18-29,9.3,1.2,,7.8,,,,,,,301150,85550,,28,1,,18,29
Cases,05/21/2022,0-4,220.7,,,,,,,,,,162642,,,359,,,0,4
Deaths,01/29/2022,12-17,0.0,0.0,0.0,,,,,,,,44003,100652,13613,0,0,0,12,17
Deaths,09/04/2021,All,2.5,0.5,,5.0,,3.5,0.4,,9.8,,1059836,1462025,,27,7,,999,999
Hospitalizations,10/21/2023,50-64,9.6,4.0,4.0,2.4,2.4,,,,,,31095,125782,247254,3,5,10,50,64
Hospitalizations,11/13/2021,12-17,6.5,0.0,,,,,,,,,61336,102949,,4,0,,12,17
Hospitalizations,03/18/2023,All,5.3,2.6,5.1,2.0,1.0,7.0,3.6,3.5,2.0,2.0,542688,858373,1040492,29,22,53,999,999
Hospitalizations,07/23/2022,12-17,0.0,2.2,0.0,0.0,,,,,,,36073,90284,39015,0,2,0,12,17
Hospitalizations,09/25/2021,50-64,37.1,2.4,,15.5,,,,,,,80946,328443,,30,8,,50,64
Cases,01/21/2023,80+,92.9,123.1,144.3,0.8,0.6,,,,,,24751,11374,47117,23,14,68,80,200
Cases,03/11/2023,18-29,121.4,38.4,51.3,3.2,2.4,,,,,,76587,213618,161667,93,82,83,18,29
Deaths,02/18/2023,0-4,0.0,0.0,,,,,,,,,162642,,,0,0,,0,4
Hospitalizations,03/25/2023,18-29,2.6,0.9,1.2,2.9,2.2,,,,,,76243,213785,161673,2,2,2,18,29
Deaths,08/19/2023,All,0.0,0.1,0.2,0.0,0.0,0.0,0.3,0.1,0.0,0.0,528293,860304,1040794,0,1,2,999,999
Hospitalizations,11/20/2021,50-64,69.6,5.7,0.0,12.2,,,,,,,67514,297169,49704,47,17,0,50,64
Deaths,04/17/2021,12-17,0.0,,,,,,,,,,175134,,,0,,,12,17
Deaths,10/22/2022,50-64,0.0,0.8,0.0,0.0,,,,,,,37697,125220,246635,0,1,0,50,64
Deaths,03/26/2022,50-64,2.2,0.0,0.0,,,,,,,,45447,140025,225645,1,0,0,50,64
Deaths,09/02/2023,0-4,0.0,0.0,,,,,,,,,162642,,,0,0,,0,4
Cases,03/12/2022,0-4,35.7,,,,,,,,,,162642,,,58,,,0,4
Deaths,02/19/2022,5-11,0.0,0.0,,,,,,,,,107897,74396,,0,0,,5,11
Deaths,01/15/2022,80+,119.2,158.4,26.2,0.8,4.5,,,,,,27679,18306,38129,33,29,10,80,200
Deaths,05/29/2021,30-49,1.3,0.0,,,,,,,,,314424,398788,,4,0,,30,49
Cases,12/02/2023,30-49,118.6,42.6,53.2,2.8,2.2,,,,,,99511,279418,349413,118,119,186,30,49
Hospitalizations,06/24/2023,5-11,0.0,0.0,0.0,,,,,,,,90346,82675,21251,0,0,0,5,11
Hospitalizations,01/14/2023,50-64,37.7,10.4,7.7,3.6,4.9,,,,,,34510,125451,246827,13,13,19,50,64
Hospitalizations,12/17/2022,30-49,14.9,3.6,4.0,4.1,3.7,,,,,,113869,277097,347151,17,10,14,30,49
Cases,07/01/2023,65-79,25.4,2.3,14.0,11.0,1.8,,,,,,39376,43427,171741,10,1,24,65,79
Deaths,02/12/2022,50-64,6.3,3.9,1.0,1.6,6.3,,,,,,47848,152527,208125,3,6,2,50,64
Cases,10/09/2021,30-49,185.9,61.4,,3.0,,,,,,,214640,537114,,399,330,,30,49
Hospitalizations,09/23/2023,65-79,30.7,16.1,10.5,1.9,2.9,,,,,,39028,43414,171758,12,7,18,65,79
Cases,11/11/2023,30-49,73.3,30.1,42.4,2.4,1.7,,,,,,100910,279296,348677,74,84,148,30,49
Hospitalizations,10/30/2021,12-17,1.6,0.0,,,,,,,,,64181,100542,,1,0,,12,17
Cases,09/30/2023,12-17,37.9,6.9,24.7,5.5,1.5,,,,,,31687,86573,44598,12,6,11,12,17
Cases,04/15/2023,80+,77.2,96.6,129.4,0.8,0.6,,,,,,24612,11385,47126,19,11,61,80,200
Hospitalizations,02/04/2023,65-79,22.4,20.7,12.8,1.1,1.8,,,,,,40248,43385,171692,9,9,22,65,79
